"age" "gender" "belgian" "degree" "startdate" "months" "phd" "years" "totdfte" "meandfte" "level" "class" "faculty"
24 "W" "B" 9 34304 84 "Y" 7 6.6 0.94 "assistent" "1a) Bezoldigd AAP" "DI"
23 "M" "B" 8 36404 NA "N" NA 4.5 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
33 "W" "B" 5 35855 NA "N" NA 1.67 0.65 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
24 "W" "B" 9 35309 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
23 "M" "B" 8 36892 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "RE"
22 "M" "B" 8 37500 NA "N" NA 2 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
22 "W" "B" 8 35096 NA "N" NA 6.09 1 "assistent" "1a) Bezoldigd AAP" "LW"
22 "W" "B" 7 37257 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "PS"
48 "M" "B" 5 35855 NA "N" NA 0.08 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
32 "M" "B" 6 36251 NA "N" NA 4.08 0.89 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
23 "M" "B" 8 35521 NA "N" NA 6.58 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "W" "B" 7 35796 NA "N" NA 2.75 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
24 "M" "B" 8 34973 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
22 "M" "B" 8 36434 47 "Y" 4 3.92 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
22 "W" "B" 8 36770 NA "N" NA 1.82 0.73 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
26 "W" "B" 6 37257 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
23 "M" "B" 8 37530 NA "N" NA 2 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "TW"
22 "W" "B" 7 37530 NA "N" NA 2 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "EB"
23 "W" "B" 7 36069 NA "N" NA 3.17 1 "assistent" "1a) Bezoldigd AAP" "PP"
22 "W" "B" 9 37530 NA "N" NA 2 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
23 "M" "B" 7 34001 NA "N" NA 1.91 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
24 "W" "B" 6 34973 NA "N" NA 0.92 0.5 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "RE"
25 "W" "B" 7 35462 NA "N" NA 0.58 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
23 "W" "B" 7 37135 NA "N" NA 3 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
23 "M" "B" 9 35704 NA "N" NA 5 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "TW"
23 "M" "B" 8 33573 73 "Y" 6 6.13 1 "assistent" "1a) Bezoldigd AAP" "FW"
39 "M" "O" 5 37377 NA "N" NA 0.42 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
23 "W" "B" 8 37257 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
23 "M" "B" 7 35431 NA "N" NA 4 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
28 "W" "O" 5 37530 NA "N" NA 1 0.5 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "GE"
22 "M" "B" 8 36800 NA "N" NA 3.25 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
23 "W" "B" 8 37135 NA "N" NA 3 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "DI"
23 "W" "B" 7 37681 NA "N" NA 0.84 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "W" "B" 8 34213 NA "N" NA 3.58 0.98 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "M" "B" 7 36039 NA "N" NA 2.66 1 "assistent" "1a) Bezoldigd AAP" "LA"
22 "M" "B" 8 37288 NA "N" NA 3.41 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
21 "W" "B" 5 37865 NA "N" NA 0.33 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "GE"
41 "W" "B" 5 34973 NA "N" NA 1.6 0.2 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PP"
24 "W" "O" 5 36831 NA "N" NA 0.87 0.5 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LA"
28 "W" "B" 5 36039 NA "N" NA 0.42 0.14 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "CA"
25 "W" "B" 7 36404 NA "N" NA 1.75 1 "assistent" "1a) Bezoldigd AAP" "PP"
23 "M" "B" 7 36069 NA "N" NA 6 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "FW"
25 "W" "B" 7 35309 72 "Y" 6 5.67 0.95 "assistent" "1a) Bezoldigd AAP" "FW"
24 "M" "B" 5 37347 NA "N" NA 2.08 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
23 "M" "B" 8 35339 NA "N" NA 7.92 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
25 "M" "B" 7 35278 NA "N" NA 1.42 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "W" "B" 7 35735 67 "Y" 6 5.17 1 "wetenschappelijk projectmedewerker MML" "6b) Andere projecten (WM)" "WE"
27 "M" "B" 7 37073 NA "N" NA 0.17 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
26 "M" "B" 6 35156 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "GE"
23 "W" "B" 8 33512 NA "N" NA 1.84 0.33 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
24 "M" "B" 8 35704 NA "N" NA 1.17 1 "assistent" "1a) Bezoldigd AAP" "EB"
24 "M" "B" 7 34669 NA "N" NA 0.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "M" "B" 8 36892 NA "N" NA 4 1 "VIB-junior onderzoeker" "6b) Andere projecten (WM)" "WE"
21 "M" "B" 8 34973 67 "Y" 6 5.64 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
25 "W" "O" 5 35096 NA "N" NA 0.92 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
25 "M" "B" 7 36770 NA "N" NA 0.23 0.4 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
22 "M" "B" 8 35339 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "WE"
23 "W" "B" 5 36069 NA "N" NA 4.34 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
24 "W" "O" 5 37530 NA "N" NA 1.92 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
44 "M" "B" 5 34243 NA "N" NA 1.7 0.17 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "GE"
23 "M" "B" 8 37530 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "PP"
21 "M" "B" 9 37530 NA "N" NA 1 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "WE"
21 "W" "B" 8 36800 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
26 "M" "B" 8 36861 NA "N" NA 2.83 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
23 "M" "B" 8 35065 59 "Y" 5 5.03 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
25 "M" "B" 7 37742 NA "N" NA 0.59 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
24 "W" "B" 8 34851 NA "N" NA 0.59 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
22 "W" "B" 7 37165 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
24 "W" "B" 7 37165 NA "N" NA 3.25 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
31 "M" "O" 5 35674 NA "N" NA 9 1 "assistent" "1a) Bezoldigd AAP" "LW"
22 "W" "B" 5 36434 NA "N" NA 1 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "M" "B" 8 36526 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
24 "M" "O" 5 37043 NA "N" NA 2.67 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
26 "W" "B" 8 36617 NA "N" NA 3.67 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
29 "W" "B" 6 34001 NA "N" NA 0.24 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
22 "W" "B" 8 33878 50 "Y" 4 3 1 "IWONL-bursaal" "3 ) IWT-bursalen" "WE"
22 "W" "B" 5 34973 44 "Y" 4 3.7 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "M" "B" 8 36100 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "TW"
23 "W" "B" 7 36434 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "FW"
23 "M" "B" 9 34608 NA "N" NA 4 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LW"
23 "M" "B" 7 34973 54 "Y" 5 4.52 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "FW"
27 "W" "B" 5 34608 47 "Y" 4 3.95 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
30 "M" "B" 8 37165 NA "N" NA 1.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
25 "M" "O" 5 37165 NA "N" NA 0.83 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
30 "W" "B" 5 37865 NA "N" NA 0.68 0.9 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
23 "M" "B" 7 34243 NA "N" NA 0.5 0.5 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "DI"
23 "M" "B" 7 33878 62 "Y" 5 4.25 0.61 "assistent" "1a) Bezoldigd AAP" "WE"
37 "W" "B" 7 36434 NA "N" NA 0.7 0.17 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
24 "M" "B" 8 37530 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "PP"
22 "W" "B" 9 37530 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "LW"
22 "M" "B" 8 36434 NA "N" NA 4 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "GE"
23 "M" "B" 8 33482 57 "Y" 5 NA NA "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "TW"
23 "M" "B" 7 35309 50 "Y" 4 4.22 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "W" "B" 7 34243 NA "N" NA 4.58 0.49 "assistent" "1a) Bezoldigd AAP" "GE"
24 "W" "B" 7 34090 NA "N" NA 0.5 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "M" "B" 7 34243 61 "Y" 5 3.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
25 "W" "B" 8 35186 NA "N" NA 7.67 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
23 "M" "B" 7 35827 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "W" "B" 9 34243 40 "Y" 3 3.38 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LA"
23 "M" "B" 7 36434 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
22 "W" "B" 7 34243 55 "Y" 5 4 1 "IWONL-bursaal" "3 ) IWT-bursalen" "WE"
22 "M" "B" 8 35704 NA "N" NA 1.75 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "LW"
24 "W" "B" 8 36342 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "TW"
23 "M" "B" 8 34759 NA "N" NA 0.1 0.3 "assistent" "1c) Plaatsvervangend AAP" "RE"
24 "M" "B" 7 36800 NA "N" NA 5.25 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "DI"
24 "W" "B" 8 36192 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "LA"
26 "W" "B" 5 37165 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
22 "M" "B" 7 36557 NA "N" NA 3.92 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
27 "W" "B" 5 37681 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "M" "B" 7 36069 NA "N" NA 1.37 0.5 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "EB"
23 "W" "B" 8 37530 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
23 "M" "B" 8 37530 NA "N" NA 2.25 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
22 "M" "B" 8 36039 NA "N" NA 4.67 0.88 "assistent" "1a) Bezoldigd AAP" "EB"
23 "W" "B" 9 36434 NA "N" NA 4 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "LW"
26 "M" "O" 5 37500 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
41 "M" "B" 8 36770 19 "Y" 2 1 1 "bijz. doctoraatsbeurs FWO (WP-BD)" "2 ) FWO-bursalen" "LW"
26 "M" "O" 5 36678 NA "N" NA 0.34 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "CA"
27 "M" "B" 8 36526 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
25 "W" "B" 6 36923 NA "N" NA 0.58 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
24 "W" "B" 5 37561 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
25 "W" "B" 7 33604 NA "N" NA 1.42 0.71 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "CA"
31 "M" "B" 7 35309 55 "Y" 5 0.93 0.2 "assistent" "1a) Bezoldigd AAP" "WE"
25 "M" "B" 7 34001 NA "N" NA 3.24 1 "assistent" "1a) Bezoldigd AAP" "TW"
22 "W" "B" 7 35704 NA "N" NA 3.92 1 "IWT-bursaal" "3 ) IWT-bursalen" "GE"
22 "M" "B" 8 37865 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
24 "W" "B" 8 36800 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "PP"
24 "W" "B" 7 37712 NA "N" NA 1.83 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
34 "M" "B" 5 37347 NA "N" NA 2 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
22 "M" "B" 9 36434 29 "Y" 2 2.49 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
22 "M" "B" 7 34912 64 "Y" 5 5.4 0.62 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "TW"
24 "M" "B" 8 36923 NA "N" NA 1.42 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
22 "M" "B" 8 36861 NA "N" NA 3.08 0.86 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
25 "M" "O" 5 37865 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "FW"
22 "W" "B" 8 35339 NA "N" NA 3.83 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
29 "M" "B" 8 35004 37 "Y" 3 1.96 0.71 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
23 "W" "B" 6 35735 NA "N" NA 1.08 0.77 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
30 "M" "B" 6 34759 NA "N" NA 2.59 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
24 "M" "B" 7 35490 48 "Y" 4 3.82 0.94 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LA"
24 "W" "B" 8 35704 65 "Y" 5 5.46 1 "assistent" "1a) Bezoldigd AAP" "LA"
25 "W" "B" 5 36982 NA "N" NA 0.59 1 "VIB-junior onderzoeker" "6b) Andere projecten (WM)" "WE"
22 "W" "B" 8 33512 94 "Y" 8 7.4 0.93 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
23 "W" "B" 5 33482 NA "N" NA NA NA "assistent" "1a) Bezoldigd AAP" "LW"
25 "W" "B" 8 37530 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "GE"
23 "W" "B" 8 37530 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "RE"
23 "M" "B" 7 35643 NA "N" NA 3.33 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
22 "W" "B" 7 36008 NA "N" NA 2.58 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
29 "M" "B" 5 37257 NA "N" NA 4.33 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "GE"
23 "M" "B" 7 35309 60 "Y" 5 5.06 0.76 "assistent" "1a) Bezoldigd AAP" "WE"
22 "M" "B" 7 34608 51 "Y" 4 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
28 "W" "B" 7 35521 NA "N" NA 0.3 0.4 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
22 "M" "B" 8 34243 68 "Y" 6 6.38 1 "IWONL-bursaal" "3 ) IWT-bursalen" "WE"
23 "M" "B" 9 36069 43 "Y" 4 3.62 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LW"
26 "W" "B" 8 34973 NA "N" NA 9 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
25 "M" "B" 7 36404 NA "N" NA 1.84 0.89 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
25 "W" "B" 9 34425 NA "N" NA 1.57 0.75 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
25 "W" "B" 8 34851 NA "N" NA 6.33 0.76 "assistent" "1a) Bezoldigd AAP" "EB"
25 "W" "O" 5 37500 NA "N" NA 2 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
25 "M" "B" 7 34243 NA "N" NA 0.41 1 "assistent" "1c) Plaatsvervangend AAP" "GE"
23 "W" "B" 7 37530 NA "N" NA 1.25 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
23 "W" "B" 5 36861 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "FW"
25 "W" "B" 7 34608 NA "N" NA 7.46 0.93 "assistent" "1a) Bezoldigd AAP" "PS"
31 "M" "B" 7 35796 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
26 "W" "B" 7 34001 NA "N" NA 0.33 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
22 "M" "B" 7 35339 NA "N" NA 0.42 0.62 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
26 "M" "B" 9 36069 NA "N" NA 4 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "LW"
22 "M" "B" 9 35431 60 "Y" 5 5 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
22 "M" "B" 8 37834 NA "N" NA 0.25 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
25 "M" "B" 5 35431 49 "Y" 4 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
23 "W" "B" 8 36800 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "EB"
23 "M" "B" 7 35796 53 "Y" 4 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
21 "M" "B" 7 35674 NA "N" NA 7 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "W" "B" 7 37288 NA "N" NA 1.58 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
22 "W" "B" 9 34243 NA "N" NA 3.41 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
24 "M" "O" 5 36069 49 "Y" 4 3.92 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
21 "W" "B" 8 36069 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "FW"
24 "M" "B" 8 33848 NA "N" NA 6 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "TW"
24 "M" "B" 5 35827 NA "N" NA 1.58 0.95 "assistent" "1a) Bezoldigd AAP" "TW"
23 "W" "B" 7 36434 NA "N" NA 0.5 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "W" "B" 8 37622 NA "N" NA 2 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "DI"
23 "M" "B" 5 36800 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
25 "M" "B" 8 37834 NA "N" NA 1 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "GE"
30 "M" "O" 5 36342 NA "N" NA 1.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
22 "W" "B" 8 35643 64 "Y" 5 4.67 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
24 "M" "B" 6 35278 NA "N" NA 0.5 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
25 "M" "B" 8 35339 52 "Y" 4 4 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "GE"
23 "M" "B" 7 36161 NA "N" NA 1.25 1 "wetenschappelijk projectmedewerker MML" "6b) Andere projecten (WM)" "DI"
38 "M" "B" 9 37165 NA "N" NA 2 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
26 "W" "B" 5 37043 NA "N" NA 0.46 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
24 "M" "B" 7 36130 NA "N" NA 6.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
25 "M" "B" 5 35370 NA "N" NA 0.5 0.5 "assistent" "1a) Bezoldigd AAP" "PP"
25 "M" "B" 7 37591 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "PP"
22 "W" "B" 7 37742 NA "N" NA 1 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
23 "M" "B" 7 34973 NA "N" NA 3.47 0.44 "assistent" "1a) Bezoldigd AAP" "GE"
27 "W" "B" 8 33695 NA "N" NA 1.5 0.4 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "RE"
24 "M" "B" 8 37165 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
22 "M" "B" 8 36069 43 "Y" 4 3.62 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "RE"
23 "M" "B" 8 37622 NA "N" NA 0.79 0.95 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
23 "W" "B" 7 37530 NA "N" NA 0.71 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
21 "M" "B" 8 33635 124 "Y" 10 8.22 0.85 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
37 "M" "O" 5 36161 NA "N" NA 0.67 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
23 "M" "B" 7 36404 NA "N" NA 4.17 0.98 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "M" "B" 8 37865 NA "N" NA 0.08 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
26 "M" "B" 5 35582 60 "Y" 5 4.83 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "GE"
37 "M" "O" 5 36831 NA "N" NA 3 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
23 "W" "B" 7 37469 NA "N" NA 2.09 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "PP"
24 "W" "B" 8 33635 NA "N" NA 0.37 0.29 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
26 "W" "B" 7 35370 NA "N" NA 1.17 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "W" "B" 7 35521 NA "N" NA 5.75 1 "assistent" "1a) Bezoldigd AAP" "WE"
24 "W" "B" 7 37530 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "RE"
23 "W" NA 8 33512 NA "N" NA 2.25 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
23 "M" "B" 8 37135 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "LA"
23 "M" "B" 8 36161 NA "N" NA 5 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "GE"
24 "W" "B" 9 35704 NA "N" NA 4 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LW"
24 "W" "B" 7 36800 NA "N" NA 1 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
24 "W" "B" 7 34639 NA "N" NA 1.92 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "TW"
24 "W" "B" 7 36161 NA "N" NA 5 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
28 "M" "B" 7 34060 NA "N" NA 4.26 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
23 "M" "B" 8 36434 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
22 "M" "B" 9 36647 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "LW"
23 "W" "B" 7 37530 NA "N" NA 1.92 1 "wetenschappelijk projectmedewerker MML" "6b) Andere projecten (WM)" "DI"
22 "M" "B" 8 36161 NA "N" NA 4.08 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "PS"
